Run,GEO,Name,Chronological_Age_in_Hours,Median_Lifespan_in_Days,Median_Lifespan_in_Hours,Correction_Factor,Biological_Age_in_Hours,Biological_Age_Days,Corrected_Bio_Age_Days,Chronological_Age_Days,Strain,Treatment,AvgSpotLen,Instrument,LibraryLayout,LibrarySelection,RNA_interference,FUDR
SRR1630875,GSE62720,glp-1(e2141) + met-1(RNAi),48,15.27,366.48,1.0150622135,48.7229862475,2.030124427,2.0301236933,2,glp-1(e2141),None,51,Illumina HiSeq 2000,SINGLE,cDNA,met-1,None
SRR1630876,GSE62720,glp-1(e2141) + met-1(RNAi),48,15.27,366.48,1.0150622135,48.7229862475,2.030124427,2.0301236933,2,glp-1(e2141),None,51,Illumina HiSeq 2000,SINGLE,cDNA,met-1,None
SRR5757290,GSE100482,N2_FLT,64,19.8,475.2,0.7828282828,50.101010101,2.0875420875,2.0875412665,2.6666666667,N2,FLT,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5757291,GSE100482,N2_FLT,64,19.8,475.2,0.7828282828,50.101010101,2.0875420875,2.0875412665,2.6666666667,N2,FLT,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5757292,GSE100482,N2_FLT,64,19.8,475.2,0.7828282828,50.101010101,2.0875420875,2.0875412665,2.6666666667,N2,FLT,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1630883,GSE62720,met-1(n4337);glp-1(e2141),48,14.45,346.8,1.0726643599,51.4878892734,2.1453287197,2.1453278007,2,met-1(n4337);glp-1(e2141),None,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1630884,GSE62720,met-1(n4337);glp-1(e2141),48,14.45,346.8,1.0726643599,51.4878892734,2.1453287197,2.1453278007,2,met-1(n4337);glp-1(e2141),None,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1560107,GSE60825,N2_elt2_Hypoxia,64,18.76,450.24,0.8262260128,52.8784648188,2.2032693675,2.2032683388,2.6666666667,N2,Hypoxia,172,Illumina HiSeq 2000,PAIRED,cDNA,elt-2,None
SRR1658988,GSE63528,N2 + H2O,72,20.45,490.8,0.7579462103,54.5721271394,2.2738386308,2.2738374517,3,N2,FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR5757266,GSE100482,N2,64,18,432,0.8611111111,55.1111111111,2.2962962963,2.2962950649,2.6666666667,N2,None,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5757267,GSE100482,N2,64,18,432,0.8611111111,55.1111111111,2.2962962963,2.2962950649,2.6666666667,N2,None,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5757268,GSE100482,N2,64,18,432,0.8611111111,55.1111111111,2.2962962963,2.2962950649,2.6666666667,N2,None,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5757272,GSE100482,N2_DMSO,64,18,432,0.8611111111,55.1111111111,2.2962962963,2.2962950649,2.6666666667,N2,DMSO,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5757273,GSE100482,N2_DMSO,64,18,432,0.8611111111,55.1111111111,2.2962962963,2.2962950649,2.6666666667,N2,DMSO,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5757274,GSE100482,N2_DMSO,64,18,432,0.8611111111,55.1111111111,2.2962962963,2.2962950649,2.6666666667,N2,DMSO,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5871050,GSE101910,N2 + K12,72,20.2,484.8,0.7673267327,55.2475247525,2.301980198,2.3019789531,3,N2,K12,141,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5871051,GSE101910,N2 + K12,72,20.2,484.8,0.7673267327,55.2475247525,2.301980198,2.3019789531,3,N2,K12,143,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5871052,GSE101910,N2 + K12,72,20.2,484.8,0.7673267327,55.2475247525,2.301980198,2.3019789531,3,N2,K12,141,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR7788700,GSE119485,N2 + DR,96,26.5,636,0.5849056604,56.1509433962,2.3396226415,2.3396213031,4,N2,DR,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR7788701,GSE119485,N2 + DR,96,26.5,636,0.5849056604,56.1509433962,2.3396226415,2.3396213031,4,N2,DR,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR7788702,GSE119485,N2 + DR,96,26.5,636,0.5849056604,56.1509433962,2.3396226415,2.3396213031,4,N2,DR,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR7788703,GSE119485,N2 + DR,96,26.5,636,0.5849056604,56.1509433962,2.3396226415,2.3396213031,4,N2,DR,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR7788704,GSE119485,N2 + DR,96,26.5,636,0.5849056604,56.1509433962,2.3396226415,2.3396213031,4,N2,DR,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR7788705,GSE119485,N2 + DR,96,26.5,636,0.5849056604,56.1509433962,2.3396226415,2.3396213031,4,N2,DR,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR7788706,GSE119485,N2 + DR,96,26.5,636,0.5849056604,56.1509433962,2.3396226415,2.3396213031,4,N2,DR,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR7788707,GSE119485,N2 + DR,96,26.5,636,0.5849056604,56.1509433962,2.3396226415,2.3396213031,4,N2,DR,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR1560106,GSE60825,N2_elt2,64,17.64,423.36,0.8786848073,56.2358276644,2.343159486,2.3431581385,2.6666666667,N2,None,172,Illumina HiSeq 2000,PAIRED,cDNA,elt-2,None
SRR1658964,GSE63528,N2 + H2O,72,19.33,463.92,0.8018623901,57.7340920848,2.4055871702,2.4055856514,3,N2,FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR8309214,GSE123531,wdr-5(ok1417);skn-1(lax188),48,12.5,300,1.24,59.52,2.48,2.4799982496,2,wdr-5(ok1417);skn-1(lax188),None,300,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR8309215,GSE123531,wdr-5(ok1417);skn-1(lax188),48,12.5,300,1.24,59.52,2.48,2.4799982496,2,wdr-5(ok1417);skn-1(lax188),None,300,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR8309216,GSE123531,wdr-5(ok1417);skn-1(lax188),48,12.5,300,1.24,59.52,2.48,2.4799982496,2,wdr-5(ok1417);skn-1(lax188),None,300,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR827432,GSE46051,N2 + Rotenone,107,26.2,628.8,0.5916030534,63.3015267176,2.6375636132,2.637561255,4.4583333333,N2,Rotenone,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR827433,GSE46051,N2 + Rotenone,107,26.2,628.8,0.5916030534,63.3015267176,2.6375636132,2.637561255,4.4583333333,N2,Rotenone,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR827434,GSE46051,N2 + Rotenone,107,26.2,628.8,0.5916030534,63.3015267176,2.6375636132,2.637561255,4.4583333333,N2,Rotenone,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR525289,GSE39574,fem-15(b26);spe-9(hc88)_unc62,96,23.5,564,0.6595744681,63.3191489362,2.6382978723,2.6382955108,4,fem-15(b26);spe-9(hc88),None,36,Illumina HiSeq 2000,SINGLE,cDNA,unc-62,None
SRR525290,GSE39574,fem-15(b26);spe-9(hc88)_unc62,96,23.5,564,0.6595744681,63.3191489362,2.6382978723,2.6382955108,4,fem-15(b26);spe-9(hc88),None,36,Illumina HiSeq 2000,SINGLE,cDNA,unc-62,None
SRR525291,GSE39574,fem-15(b26);spe-9(hc88)_unc62,96,23.5,564,0.6595744681,63.3191489362,2.6382978723,2.6382955108,4,fem-15(b26);spe-9(hc88),None,36,Illumina HiSeq 2000,SINGLE,cDNA,unc-62,None
SRR5871046,GSE101910,N2 + K12tnaA,72,17.2,412.8,0.9011627907,64.8837209302,2.7034883721,2.7034857033,3,N2,K12tnaA,141,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5871049,GSE101910,N2 + K12tnaA,72,17.2,412.8,0.9011627907,64.8837209302,2.7034883721,2.7034857033,3,N2,K12tnaA,142,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1658976,GSE63528,N2 + H2O,72,17.2,412.8,0.9011627907,64.8837209302,2.7034883721,2.7034857033,3,N2,FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1777597,GSE65406,N2 + gld-1(RNAi) + DR,96,22.9,549.6,0.6768558952,64.9781659389,2.7074235808,2.7074208922,4,N2,DR,51,Illumina HiSeq 2000,SINGLE,cDNA,gld-1,None
SRR1658968,GSE63528,N2 + 50microM mianserin on d1,120,28.25,678,0.5486725664,65.8407079646,2.7433628319,2.7433599565,5,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR827429,GSE46051,N2 + DMSO,107,23.9,573.6,0.6485355649,69.3933054393,2.8913877266,2.8913839419,4.4583333333,N2,DMSO,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR827430,GSE46051,N2 + DMSO,107,23.9,573.6,0.6485355649,69.3933054393,2.8913877266,2.8913839419,4.4583333333,N2,DMSO,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR827431,GSE46051,N2 + DMSO,107,23.9,573.6,0.6485355649,69.3933054393,2.8913877266,2.8913839419,4.4583333333,N2,DMSO,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1658993,GSE63528,N2 + 50microM mianserin on d1,120,25.63,615.12,0.6047600468,72.5712056184,3.0238002341,3.0237954067,5,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR5131498,GSE92902,N2,144,30.55,733.2,0.5073649755,73.0605564648,3.0441898527,3.0441848421,6,N2,FUDR,50,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR5131499,GSE92902,N2,144,30.55,733.2,0.5073649755,73.0605564648,3.0441898527,3.0441848421,6,N2,FUDR,50,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR5131500,GSE92902,N2,144,30.55,733.2,0.5073649755,73.0605564648,3.0441898527,3.0441848421,6,N2,FUDR,50,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1290427,GSE57739,N2_S.aureus25C,9,1.9,45.6,8.1578947368,73.4210526316,3.0592105263,3.0592053765,0.375,N2,S. aureus_25C,42,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1290431,GSE57739,N2_S.aureus25C,9,1.9,45.6,8.1578947368,73.4210526316,3.0592105263,3.0592053765,0.375,N2,S. aureus_25C,42,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1658974,GSE63528,N2 + 10microM mianserin on d1,120,25.09,602.16,0.6177760064,74.1331207652,3.0888800319,3.088874596,5,N2,10microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR4066105,GSE86077,glp-1(e2141ts)  + ev,96,19.8,475.2,0.7828282828,75.1515151515,3.1313131313,3.1313072598,4,glp-1(e2141),None,100,Illumina HiSeq 2000,SINGLE,cDNA,Empty vector,None
SRR7788684,GSE119485,N2,96,19.45,466.8,0.7969151671,76.5038560411,3.1876606684,3.1876541664,4,N2,None,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR7788685,GSE119485,N2,96,19.45,466.8,0.7969151671,76.5038560411,3.1876606684,3.1876541664,4,N2,None,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR7788686,GSE119485,N2,96,19.45,466.8,0.7969151671,76.5038560411,3.1876606684,3.1876541664,4,N2,None,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR7788687,GSE119485,N2,96,19.45,466.8,0.7969151671,76.5038560411,3.1876606684,3.1876541664,4,N2,None,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR7788688,GSE119485,N2,96,19.45,466.8,0.7969151671,76.5038560411,3.1876606684,3.1876541664,4,N2,None,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR7788689,GSE119485,N2,96,19.45,466.8,0.7969151671,76.5038560411,3.1876606684,3.1876541664,4,N2,None,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR7788690,GSE119485,N2,96,19.45,466.8,0.7969151671,76.5038560411,3.1876606684,3.1876541664,4,N2,None,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR7788691,GSE119485,N2,96,19.45,466.8,0.7969151671,76.5038560411,3.1876606684,3.1876541664,4,N2,None,200,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR4066106,GSE86077,glp-1(e2141ts) + lin-28(RNAi),96,19.3,463.2,0.8031088083,77.0984455959,3.2124352332,3.2124284339,4,glp-1(e2141),None,100,Illumina HiSeq 2000,SINGLE,cDNA,lin-28,None
SRR1658980,GSE63528,N2 + 50microM mianserin on d1,120,23.92,574.08,0.647993311,77.7591973244,3.2399665552,3.2399594102,5,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR525286,GSE39574,fem-15(b26);spe-9(hc88)_ev,96,18.65,447.6,0.8310991957,79.7855227882,3.3243967828,3.3243884697,4,fem-15(b26);spe-9(hc88),None,36,Illumina HiSeq 2000,SINGLE,cDNA,Empty vector,None
SRR525287,GSE39574,fem-15(b26);spe-9(hc88)_ev,96,18.65,447.6,0.8310991957,79.7855227882,3.3243967828,3.3243884697,4,fem-15(b26);spe-9(hc88),None,36,Illumina HiSeq 2000,SINGLE,cDNA,Empty vector,None
SRR525288,GSE39574,fem-15(b26);spe-9(hc88)_ev,96,18.65,447.6,0.8310991957,79.7855227882,3.3243967828,3.3243884697,4,fem-15(b26);spe-9(hc88),None,36,Illumina HiSeq 2000,SINGLE,cDNA,Empty vector,None
SRR834597,GSE46344,N2 + 2-deoxy-D-glucose,109,20.7,496.8,0.7487922705,81.6183574879,3.4007648953,3.4007553697,4.5416666667,N2,DOG,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR834598,GSE46344,N2 + 2-deoxy-D-glucose,109,20.7,496.8,0.7487922705,81.6183574879,3.4007648953,3.4007553697,4.5416666667,N2,DOG,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR834599,GSE46344,N2 + 2-deoxy-D-glucose,109,20.7,496.8,0.7487922705,81.6183574879,3.4007648953,3.4007553697,4.5416666667,N2,DOG,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1658970,GSE63528,N2 + 50microM mianserin on d3,120,22.23,533.52,0.6972559604,83.6707152497,3.4862798021,3.4862687182,5,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1659004,GSE63528,N2 + 10microM mianserin on d1,120,21.74,521.76,0.7129714811,85.5565777369,3.5648574057,3.5648446772,5,N2,10microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1659005,GSE63528,N2 + 10microM mianserin on d1,120,21.74,521.76,0.7129714811,85.5565777369,3.5648574057,3.5648446772,5,N2,10microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658996,GSE63528,N2 + 50microM mianserin on d3,120,20.75,498,0.7469879518,89.6385542169,3.734939759,3.7349226357,5,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658997,GSE63528,N2 + 50microM mianserin on d3,120,20.75,498,0.7469879518,89.6385542169,3.734939759,3.7349226357,5,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658973,GSE63528,N2 + 2microM mianserin on d1,120,20.64,495.36,0.7509689922,90.1162790698,3.7548449612,3.7548272376,5,N2,2microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658989,GSE63528,N2 + H2O,120,20.45,490.8,0.7579462103,90.9535452323,3.7897310513,3.7897122268,5,N2,FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR5131504,GSE92902,sek-1(km4),144,24.1,578.4,0.643153527,92.6141078838,3.8589211618,3.8588999578,6,sek-1(km4),FUDR,50,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR5131505,GSE92902,sek-1(km4),144,24.1,578.4,0.643153527,92.6141078838,3.8589211618,3.8588999578,6,sek-1(km4),FUDR,50,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR5131506,GSE92902,sek-1(km4),144,24.1,578.4,0.643153527,92.6141078838,3.8589211618,3.8588999578,6,sek-1(km4),FUDR,50,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658986,GSE63528,N2 + 10microM mianserin on d1,120,19.92,478.08,0.7781124498,93.3734939759,3.890562249,3.8905398636,5,N2,10microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658982,GSE63528,N2 + 50microM mianserin on d3,120,19.69,472.56,0.7872016252,94.4641950229,3.936008126,3.9359839334,5,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1659002,GSE63528,N2 + 2microM mianserin on d1,120,19.67,472.08,0.7880020336,94.5602440264,3.9400101678,3.9399858096,5,N2,2microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1659003,GSE63528,N2 + 2microM mianserin on d1,120,19.67,472.08,0.7880020336,94.5602440264,3.9400101678,3.9399858096,5,N2,2microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR5131507,GSE92902,sek-1(km4) + DR,144,23.55,565.2,0.6581740977,94.7770700637,3.949044586,3.9490198499,6,sek-1(km4),DR+FUDR,50,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR5131508,GSE92902,sek-1(km4) + DR,144,23.55,565.2,0.6581740977,94.7770700637,3.949044586,3.9490198499,6,sek-1(km4),DR+FUDR,50,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR5131509,GSE92902,sek-1(km4) + DR,144,23.55,565.2,0.6581740977,94.7770700637,3.949044586,3.9490198499,6,sek-1(km4),DR+FUDR,50,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658965,GSE63528,N2 + H2O,120,19.33,463.92,0.8018623901,96.2234868081,4.0093119503,4.0092845465,5,N2,FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658985,GSE63528,N2 + 2microM mianserin on d1,120,19.23,461.52,0.8060322413,96.7238689548,4.0301612065,4.0301328174,5,N2,2microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1290429,GSE57739,hlh-30(tm1978)_S.aureus25C,9,1.4,33.6,11.0714285714,99.6428571429,4.1517857143,4.1517508709,0.375,hlh-30(tm1978),S. aureus_25C,42,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1290433,GSE57739,hlh-30(tm1978)_S.aureus25C,9,1.4,33.6,11.0714285714,99.6428571429,4.1517857143,4.1517508709,0.375,hlh-30(tm1978),S. aureus_25C,42,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1777596,GSE65406,N2 + gld-1(RNAi),72,10.75,258,1.4418604651,103.8139534884,4.3255813954,4.3255348632,3,N2,None,51,Illumina HiSeq 2000,SINGLE,cDNA,gld-1,None
SRR1658977,GSE63528,N2 + H2O,120,17.2,412.8,0.9011627907,108.1395348837,4.5058139535,4.505751411,5,N2,FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658969,GSE63528,N2 + 50microM mianserin on d1,240,28.25,678,0.5486725664,131.6814159292,5.4867256637,5.4864359697,10,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR827438,GSE46051,N2 + Rotenone,227,26.2,628.8,0.5916030534,134.2938931298,5.5955788804,5.5952381771,9.4583333333,N2,Rotenone,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR827439,GSE46051,N2 + Rotenone,227,26.2,628.8,0.5916030534,134.2938931298,5.5955788804,5.5952381771,9.4583333333,N2,Rotenone,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR827440,GSE46051,N2 + Rotenone,227,26.2,628.8,0.5916030534,134.2938931298,5.5955788804,5.5952381771,9.4583333333,N2,Rotenone,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1777598,GSE65406,N2 + gld-1(RNAi) + ev,96,10.75,258,1.4418604651,138.4186046512,5.7674418605,5.7670031383,4,N2,None,51,Illumina HiSeq 2000,SINGLE,cDNA,gld-1,None
SRR1658994,GSE63528,N2 + 50microM mianserin on d1,240,25.63,615.12,0.6047600468,145.1424112368,6.0476004682,6.046943506,10,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658995,GSE63528,N2 + 50microM mianserin on d1,240,25.63,615.12,0.6047600468,145.1424112368,6.0476004682,6.046943506,10,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR8266808,GSE123163,N2 + CBM 588,192,20.3,487.2,0.763546798,146.6009852217,6.1083743842,6.1076582722,8,N2,CBM 588,300,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR827435,GSE46051,N2 + DMSO,227,23.9,573.6,0.6485355649,147.2175732218,6.1340655509,6.1333229691,9.4583333333,N2,DMSO,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR827436,GSE46051,N2 + DMSO,227,23.9,573.6,0.6485355649,147.2175732218,6.1340655509,6.1333229691,9.4583333333,N2,DMSO,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR827437,GSE46051,N2 + DMSO,227,23.9,573.6,0.6485355649,147.2175732218,6.1340655509,6.1333229691,9.4583333333,N2,DMSO,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR8309210,GSE123531,skn-1(lax188),48,5,120,3.1,148.8,6.2,6.1991852473,2,skn-1(lax188),None,300,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR8309211,GSE123531,skn-1(lax188),48,5,120,3.1,148.8,6.2,6.1991852473,2,skn-1(lax188),None,300,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR8309212,GSE123531,skn-1(lax188),48,5,120,3.1,148.8,6.2,6.1991852473,2,skn-1(lax188),None,300,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR8309213,GSE123531,skn-1(lax188),48,5,120,3.1,148.8,6.2,6.1991852473,2,skn-1(lax188),None,300,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR1658981,GSE63528,N2 + 50microM mianserin on d1,240,23.92,574.08,0.647993311,155.5183946488,6.4799331104,6.4787328913,10,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR3657714,GSE83239,mir-60(n4947);spe-9(hc88) + Paraquat,168,15.68,376.32,0.9885204082,166.0714285714,6.9196428571,6.9174829345,7,mir-60(n4947);spe-9(hc88),Paraquat,100,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR3657721,GSE83239,mir-60(n4947);spe-9(hc88) + Paraquat,168,15.68,376.32,0.9885204082,166.0714285714,6.9196428571,6.9174829345,7,mir-60(n4947);spe-9(hc88),Paraquat,100,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1658971,GSE63528,N2 + 50microM mianserin on d3,240,22.23,533.52,0.6972559604,167.3414304993,6.9725596041,6.970245401,10,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR8266807,GSE123163,N2,192,17.13,411.12,0.9048453006,173.7302977233,7.2387624051,7.2355062107,8,N2,None,300,Illumina HiSeq 2000,PAIRED,cDNA,None,None
SRR1658998,GSE63528,N2 + 50microM mianserin on d3,240,20.75,498,0.7469879518,179.2771084337,7.4698795181,7.4655324253,10,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658999,GSE63528,N2 + 50microM mianserin on d3,240,20.75,498,0.7469879518,179.2771084337,7.4698795181,7.4655324253,10,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658990,GSE63528,N2 + H2O,240,20.45,490.8,0.7579462103,181.9070904645,7.5794621027,7.5744888802,10,N2,FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658991,GSE63528,N2 + H2O,240,20.45,490.8,0.7579462103,181.9070904645,7.5794621027,7.5744888802,10,N2,FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1659000,GSE63528,N2 + 50microM mianserin on d5,240,20.13,483.12,0.7699950323,184.7988077496,7.6999503229,7.6941945083,10,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1659001,GSE63528,N2 + 50microM mianserin on d5,240,20.13,483.12,0.7699950323,184.7988077496,7.6999503229,7.6941945083,10,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658983,GSE63528,N2 + 50microM mianserin on d3,240,19.69,472.56,0.7872016252,188.9283900457,7.8720162519,7.8649478642,10,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR834600,GSE46344,N2 + 2-deoxy-D-glucose,253,20.7,496.8,0.7487922705,189.4444444444,7.8935185185,7.886268296,10.5416666667,N2,DOG,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR834601,GSE46344,N2 + 2-deoxy-D-glucose,253,20.7,496.8,0.7487922705,189.4444444444,7.8935185185,7.886268296,10.5416666667,N2,DOG,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR834602,GSE46344,N2 + 2-deoxy-D-glucose,253,20.7,496.8,0.7487922705,189.4444444444,7.8935185185,7.886268296,10.5416666667,N2,DOG,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1658966,GSE63528,N2 + H2O,240,19.33,463.92,0.8018623901,192.4469736161,8.0186239007,8.0102290184,10,N2,FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR5871047,GSE101910,ahr-1(ia3) + K12,288,23,552,0.6739130435,194.0869565217,8.0869565217,8.0778696396,12,ahr-1(ia3),K12,139,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5871048,GSE101910,ahr-1(ia3) + K12,288,23,552,0.6739130435,194.0869565217,8.0869565217,8.0778696396,12,ahr-1(ia3),K12,142,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1658984,GSE63528,N2 + 50microM mianserin on d5,240,18.52,444.48,0.8369330454,200.8639308855,8.3693304536,8.3568052868,10,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658972,GSE63528,N2 + 50microM mianserin on d5,240,17.79,426.96,0.8712759978,209.1062394604,8.7127599775,8.6945099384,10,N2,50microM Mianserin+FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR2040677,GSE69264,rde-1(ne300);unc-119(ed3);Ex[elt-2:GFP;unc-119(+)]   ,312,23,552,0.6739130435,210.2608695652,8.7608695652,8.7416546224,13,rde-1(ne300);unc-119(ed3);Ex[elt-2:GFP;unc-119(+)]   ,FUDR,36,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
